,date,0.05%_ETH,0.05%_TVL,0.05%_USD,0.05%_txns,0.05%_fees,0.3%_ETH,0.3%_TVL,0.3%_USD,0.3%_txns,0.3%_fees,0.01%_ETH,0.01%_TVL,0.01%_USD,0.01%_txns,0.01%_fees,0.3%_ETHUSDT,0.3%_TVLUSDT,0.3%_USDT,0.3%_txnsUSDT,0.3%_feesUSDT,0.05%_ETHUSDT,0.05%_TVLUSDT,0.05%_USDT,0.05%_txnsUSDT,0.05%_feesUSDT,cumsum_0.05%_TVL_USDC,cumsum_0.3%_TVL_USDC,cumsum_0.01%_TVL_USDC,cumsum_0.05%_TVLUSDT,cumsum_0.3%_TVLUSDT,cumsum_0.05%_fees_USDC,cumsum_0.3%_fees_USDC,cumsum_0.01%_fees_USDC,cumsum_0.05%_fees_USDT,cumsum_0.3%_fees_USDT,0.05%_feesperUSDC,0.3%_feesperUSDC,0.01%_feesperUSDC,0.3%_feesperUSDT,0.05%_feesperUSDT,cumsum_0.05%_feesperUSDC,cumsum_0.3%_feesperUSDC,cumsum_0.01%_feesperUSDC,cumsum_0.05%_feesperUSDT,cumsum_0.3%_feesperUSDT
10,2022-01-15,3330.224157588742,287477967.2368576,357710942.2478987,3224.0,178855.47112394933,3338.641789379622,154515090.01874104,29864034.18064756,221.0,89592.10254194269,3325.9775058251885,5348.92544810733,1881.3703409870002,6.0,0.18813703409870003,3336.616650396418,50475997.81567621,9614241.515682062,139.0,28842.72454704619,3327.1900151482705,29042014.604104396,62987600.053642586,1526.0,31493.800026821296,2871988594.541452,1341791912.545964,19163311.89711481,212431404.02445576,452690937.2863798,3954960.933086565,3032765.6281928634,572.2801671477216,526023.2297914067,839771.3164906071,0.0006221536656984482,0.0005798275270789159,3.517286526497965e-05,0.0005714146484507647,0.001084422016039149,0.01828597420004055,0.02975588939895434,0.006298886699145215,0.03282166072913161,0.02387595938912467
11,2022-01-16,3349.6433210142645,287327877.30263776,375974453.4117262,3212.0,187987.2267058631,3351.7940764125037,155227225.59110048,48096124.51808347,303.0,144288.3735542504,3323.6882459749536,5348.92544810733,654.3845526011469,3.0,0.06543845526011469,3349.6140116601587,50483655.838125244,16895389.071031608,216.0,50686.16721309482,3354.0296877608544,19389378.908635076,67271573.12431307,1627.0,33635.786562156536,3159316471.8440895,1497019138.1370645,19168660.822562918,231820782.93309084,503174593.12450504,4142948.1597924284,3177054.0017471137,572.3456056029818,559659.0163535632,890457.4837037019,0.0006542603121933039,0.0009295300679684554,1.2233944162237203e-05,0.00100401142452161,0.0017347531718603327,0.018940234512233853,0.030685419466922794,0.006311120643307452,0.03455641390099194,0.02487997081364628
12,2022-01-17,3212.3536750959693,301718800.8579021,639290578.9961834,4681.0,319645.2894980917,3211.195206331828,147968189.2559469,66407776.86702068,455.0,199223.33060106204,3234.294382945047,5348.92544810733,414.94746980620204,4.0,0.0414947469806202,3210.896326,49047913.03591002,22730812.197112076,252.0,68192.43659133623,3207.5570659475293,25141381.447023094,87866761.23764527,1991.0,43933.38061882263,3461035272.7019916,1644987327.3930113,19174009.748011027,256962164.38011393,552222506.160415,4462593.44929052,3376277.332348176,572.3871003499625,603592.3969723858,958649.9202950381,0.0010594145561669266,0.0013463929754283668,7.757585590448405e-06,0.0013903228979673346,0.0017474529278113566,0.01999964906840078,0.03203181244235116,0.006318878228897901,0.0363038668288033,0.026270293711613615
13,2022-01-18,3162.3305102705176,301336124.1126184,713891555.1351658,4851.0,356945.7775675829,3164.9607231716036,169475652.85357967,87310854.17333554,480.0,261932.5625200066,3149.421826655144,5348.92544810733,886.6074959119449,3.0,0.0886607495911945,3168.3032026931555,49861898.82636451,26422994.612713106,263.0,79268.98383813932,3159.651744822484,25352640.019003198,107584203.69091663,2023.0,53792.10184545831,3762371396.81461,1814462980.246591,19179358.673459135,282314804.3991171,602084404.9867796,4819539.226858103,3638209.8948681825,572.4757610995537,657384.4988178441,1037918.9041331775,0.0011845436009994656,0.00154554685649334,1.657543191643591e-05,0.0015897706606437098,0.0021217554386895477,0.021184192669400245,0.033577359298844506,0.006335453660814337,0.03842562226749285,0.027860064372257326
14,2022-01-19,3089.2373122071876,358652760.3457869,768132529.9968317,4917.0,384066.26499841583,3096.4024917950337,155012093.04220024,72355935.2315743,350.0,217067.8056947229,3151.178092011459,5348.92544810733,684.2090763926647,4.0,0.06842090763926648,3093.245539079956,49105626.739078514,23729565.477221243,277.0,71188.69643166373,3084.6242200968936,20495688.29995175,110828366.11503643,2145.0,55414.18305751822,4121024157.160397,1969475073.2887914,19184707.598907243,302810492.69906884,651190031.7258581,5203605.491856518,3855277.7005629055,572.544182007193,712798.6818753623,1109107.6005648412,0.0010708582435783487,0.0014003282030107722,1.2791523887003623e-05,0.0014497054850745117,0.00270369954141275,0.022255050912978594,0.03497768750185528,0.006348245184701341,0.0411293218089056,0.029309769857331837
15,2022-01-20,3004.126942988616,86934657.26313366,809952201.677082,5209.0,404976.100838541,2996.131973409121,60825337.2187501,93801155.99263065,547.0,281403.46797789197,3119.364153877445,5348.92544810733,1470.891861511357,4.0,0.1470891861511357,2994.5830121399677,31457916.31047325,28770290.30168544,341.0,86310.87090505632,3010.849432803371,10731835.756965509,87106150.9189528,2194.0,43553.07545947639,4207958814.4235306,2030300410.5075414,19190056.524355352,313542328.45603436,682647948.0363313,5608581.592695059,4136681.1685407977,572.691271193344,756351.7573348387,1195418.4714698975,0.004658396473718877,0.004626418542750737,2.749882898502201e-05,0.0027436931948452334,0.004058306187849383,0.026913447386697473,0.03960410604460601,0.006375744013686363,0.04518762799675498,0.03205346305217707
16,2022-01-21,2565.0778418906107,23798600.845789704,2114626244.1220207,10153.0,1057313.1220610105,2564.689095817281,54649622.09840637,464395042.4799869,1580.0,1393185.1274399608,2504.0603122625357,5348.92544810733,4302.2456620699895,10.0,0.4302245662069989,2567.110347747033,26443625.54073044,146626726.23484772,980.0,439880.17870454316,2575.427474708374,3699402.583024222,146367063.80287105,3030.0,73183.53190143552,4231757415.2693205,2084950032.6059477,19195405.44980346,317241731.03905857,709091573.5770618,6665894.71475607,5529866.295980759,573.1214957595511,829535.2892362743,1635298.6501744408,0.04442753290045047,0.025493042292795424,8.043196159318879e-05,0.0166346395287971,0.019782527113231554,0.07134098028714794,0.06509714833740143,0.006456175975279551,0.06497015510998654,0.04868810258097417
17,2022-01-22,2409.6478857472252,395846179.33702064,855403552.6149313,8846.0,427701.7763074657,2405.486825,42615775.69277313,270534287.50685716,1536.0,811602.8625205716,2378.7734924380784,5348.92544810733,3188.448139814964,8.0,0.31884481398149644,2404.943419970531,18569728.04763968,93930678.8884098,977.0,281792.0366652294,2407.1448255,7574855.645102325,226373215.9032033,3663.0,113186.60795160166,4627603594.606341,2127565808.2987208,19200754.37525157,324816586.6841609,727661301.6247015,7093596.491063535,6341469.158501331,573.4403405735326,942721.8971878759,1917090.6868396702,0.0010804746859595768,0.019044657742982366,5.960913403538216e-05,0.015174806865362081,0.014942411216084988,0.07242145497310752,0.0841418060803838,0.0065157851093149335,0.07991256632607152,0.06386290944633626
18,2022-01-23,2540.3359276381966,38500794.46261979,1398151377.9018106,6422.0,699075.6889509053,2535.609678016284,69317954.55125919,58394600.38824733,534.0,175183.801164742,2524.2274935208325,5348.92544810733,3114.304596091138,9.0,0.3114304596091138,2538.6997324006593,28667475.392279014,25834522.701348756,410.0,77503.56810404627,2535.8305129301402,19596276.491014685,178094667.11300418,2425.0,89047.3335565021,4666104389.068961,2196883762.84998,19206103.300699677,344412863.17517555,756328777.0169805,7792672.180014441,6516652.959666072,573.7517710331417,1031769.2307443781,1994594.2549437163,0.01815743541681027,0.002527250007574837,5.822299499786648e-05,0.0027035365703992277,0.004544094568033484,0.09057889038991779,0.08666905608795863,0.0065740081043128,0.084456660894105,0.06656644601673549
19,2022-01-24,2442.686515144338,141718942.5165743,1668785376.9664636,9274.0,834392.6884832318,2442.2412300000055,57412877.98651269,236581110.82670423,1246.0,709743.3324801127,2438.9451502691236,5348.92544810733,4685.403985304964,13.0,0.46854039853049645,2444.650176674191,17545259.346921045,62774689.07852422,771.0,188324.06723557264,2441.8681929384543,7949823.322023354,136458626.0727135,2903.0,68229.31303635675,4807823331.585535,2254296640.8364925,19211452.226147786,352362686.4971989,773874036.3639016,8627064.868497673,7226396.292146185,574.2203114316723,1099998.5437807348,2182918.322179289,0.00588765816105104,0.012362092920108344,8.759523816064502e-05,0.010733615474804649,0.00858249426089023,0.09646654855096883,0.09903114900806698,0.006661603342473445,0.09303915515499524,0.07730006149154015
20,2022-01-25,2458.7883472469894,207803955.64313003,928393775.6626469,6322.0,464196.88783132343,2459.062186559681,98876971.67945616,108343931.61716019,653.0,325031.7948514806,2478.921222503335,5348.92544810733,2424.844024054264,8.0,0.24248440240542643,2460.4172517552656,27635308.092674397,28304952.832465746,451.0,84914.85849739723,2456.9346565139717,7658261.352293869,46883926.70210523,1807.0,23441.963351052615,5015627287.228665,2353173612.515949,19216801.151595894,360020947.8494927,801509344.456576,9091261.756328996,7551428.086997666,574.4627958340777,1123440.5071317875,2267833.180676686,0.002233821230181523,0.00328723452317273,4.533329259453922e-05,0.0030726944752212325,0.00306100331037032,0.09870036978115035,0.1023183835312397,0.0067069366350679845,0.09610015846536556,0.08037275596676138
21,2022-01-26,2459.7928127816717,154104684.67098287,1445639272.117553,7451.0,722819.6360587765,2465.4326116476027,73619901.1065421,162093164.97757614,788.0,486279.49493272847,2431.7278794708063,5348.92544810733,254.67770001409758,2.0,0.02546777000140976,2466.1701851042303,34322346.14163133,57980243.93037403,562.0,173940.73179112206,2466.5434409006675,7553241.685857216,115488370.53486578,2413.0,57744.18526743289,5169731971.899649,2426793513.622491,19222150.077044003,367574189.53534997,835831690.5982074,9814081.392387772,8037707.581930395,574.4882636040792,1181184.6923992203,2441773.912467808,0.004690445573423115,0.006605272319355454,4.7612871498183434e-06,0.005067856698180095,0.007644954003729792,0.10339081535457346,0.10892365585059516,0.006711697922217803,0.10374511246909535,0.08544061266494148
22,2022-01-29,2601.972585060227,199795401.2618095,531738271.83249134,4255.0,265869.1359162457,2595.636297141542,106912676.56848916,62464423.11230111,407.0,187393.26933690332,2602.2255052082105,20340.49180261494,4746.021305137586,8.0,0.47460213051375855,2594.746338,31844220.232671093,18284676.697029363,252.0,54854.03009108809,2601.181746825223,38558684.02960636,102779899.24393585,1882.0,51389.94962196793,5369527373.161458,2533706190.19098,19242490.568846617,406132873.5649563,867675910.8308785,10079950.528304018,8225100.851267299,574.9628657345929,1232574.6420211883,2496627.9425588963,0.0013307069844308076,0.0017527694128661871,2.3332873910784422e-05,0.0017225741340279298,0.0013327723939569461,0.10472152233900427,0.11067642526346134,0.006735030796128587,0.10507788486305229,0.08716318679896941
